완료,제목,파일명,날짜,시작시간,방송길이,주제,part,상세내용,메모,URL,손님,영도,주식,이미지파일명,카테고리,고유 라이브 ID,금일 방송 횟수,타임라인CSV,소스CSV
True,당신도 주제를 제안할수있다! 치즈스케치!,20260517-2_게임,20260517,18:21:36,02:10:20,게임,2,게임: 갈틱쇼,,https://chzzk.naver.com/video/13257784,,,,,그림/아트,18946690,2,20260517-2-타임라인.csv,
True,"점심 배그, 저녁 치지직스케치",20260517-1_게임,20260517,12:44:35,04:26:50,게임,1,게임: 배틀그라운드,,https://chzzk.naver.com/video/13255086,,,O,,PUBG: 배틀그라운드,18941069,,20260517-1-타임라인.csv,20260517-1_게임-소스.csv
True,치지직에도 갈틱쇼가 있다?,20260516_게임,20260516,19:01:13,05:05:07,게임,,게임: 갈틱쇼,,https://chzzk.naver.com/video/13244633,,,,,그림/아트,18928739,,20260516-타임라인.csv,
True,만화가 세명 잡담타임 / 만화가 네명 잡담타임,20260513_레방_한라감귤_박지_단투,20260513,18:53:01,01:46:16,레방,,,,https://chzzk.naver.com/video/13191261,"한라감귤, 박지, 단투",,,,talk,18872990,,20260513-타임라인.csv,
False,2부 그림방송 ,20260509-2_그림,20260509,22:00:52,03:45:48,그림,2,,,https://chzzk.naver.com/video/13135605,,,,,그림/아트,18809418,2,,
False,1부 배그  2부 그림/1부 배그 (w. 단투),20260509-1_게임_단투,20260509,15:18:58,03:51:34,게임,1,게임: 배틀그라운드,,https://chzzk.naver.com/video/13127966,단투,,,,PUBG: 배틀그라운드,18800457,,20260509-1_게임_단투-타임라인.csv,
False,밤낮이 뒤바뀐 남자,20260508_게임,20260508,21:28:47,06:39:08,게임,,게임: 배틀그라운드,,https://chzzk.naver.com/video/13121395,,,,,PUBG: 배틀그라운드,18789669,,20260508_게임-타임라인.csv,
False,성장형 배린이,20260505_게임,20260505,19:48:55,05:29:13,게임,,게임: 배틀그라운드,,https://chzzk.naver.com/video/13071861,,,,,PUBG: 배틀그라운드,18733460,,20260505_게임-타임라인.csv,
False,2부 그림방송/뜬금 배그합방,20260503-4_그림_게임,20260503,21:11:36,04:27:18,"그림, 게임",4,게임: 배틀그라운드,,https://chzzk.naver.com/video/13038933,,,,,PUBG: 배틀그라운드,18700347,4,20260503-4_그림_게임-타임라인.csv,
False,밤낮되돌리기 성공! 1부 배그,20260503-3_게임,20260503,14:46:37,04:17:04,게임,3,게임: 배틀그라운드,,https://chzzk.naver.com/video/13031157,,,,,PUBG: 배틀그라운드,18692067,3,20260503-3_게임-타임라인.csv,
False,밤낮되돌리기 성공! 1부 배그,20260503-2_게임,20260503,12:50:55,01:50:12,게임,2,게임: 배틀그라운드,,https://chzzk.naver.com/video/13028104,,,,,PUBG: 배틀그라운드,18690153,3,20260503-2_게임-타임라인.csv,
False,밤낮되돌리기 성공! 1부 배그,20260503-1_게임,20260503,10:51:15,01:54:11,게임,1,게임: 배틀그라운드,,https://chzzk.naver.com/video/13027339,,,,,PUBG: 배틀그라운드,18688936,3,20260503-1_게임-타임라인.csv,
False,낙서와 영도의시간입니다.,20260502_그림,20260502,20:14:21,04:11:40,그림,,,,https://chzzk.naver.com/video/13020172,,O,,,그림/아트,18680109,,20260502_그림-타임라인.csv,
False,순정배린이,20260501_게임,20260501,20:57:06,08:06:04,게임,,게임: 배틀그라운드,,https://chzzk.naver.com/video/13008643,,,,,PUBG: 배틀그라운드,18662716,,20260501_게임-타임라인.csv,20260501_게임-소스.csv
False,순정배린이,20260426-2,20260426,23:50:35,04:29:15,,2,,,https://chzzk.naver.com/video/12927916,,,,,PUBG: 배틀그라운드,18577489,2,,
False,그림그리는 30세. 그리고 5살을 곁들인.,20260426-1,20260426,20:13:04,03:31:07,,1,,,https://chzzk.naver.com/video/12922777,,,,,그림/아트,18572837,2,,
False,2부 배린이구경하기,20260425-2,20260425,23:21:32,05:31:39,,2,,,https://chzzk.naver.com/video/12911669,,,,,PUBG: 배틀그라운드,18559353,2,,
False,그림그리는시간입니다.,20260425-1,20260425,19:16:45,03:58:31,,1,,,삭제됨,,,,,그림/아트,18553062,,,
False,합방까지 실력늘리기,20260424,20260424,20:17:41,03:39:38,,,,,https://chzzk.naver.com/video/12888852,,,,,PUBG: 배틀그라운드,18536258,,,
False,성장형 배린이,20260423,20260423,21:15:30,03:49:34,,,,,https://chzzk.naver.com/video/12875486,,,,,PUBG: 배틀그라운드,18520871,,,
False,치킨못먹는 불쌍한사람 구경하기,20260419-2,20260419,22:57:21,01:49:15,,2,,,https://chzzk.naver.com/video/12814757,,,,,PUBG: 배틀그라운드,18454869,2,,
False,그림방송의 시간입니다.,20260419-1_그림,20260419,19:50:07,03:01:35,그림,1,,,https://chzzk.naver.com/video/12811705,,,,,그림/아트,18449957,2,,
False,현실치킨만 먹어본사람,20260418-2_게임,20260418,23:02:15,02:31:59,게임,2,게임: 배틀그라운드,,https://chzzk.naver.com/video/12798371,,,,,PUBG: 배틀그라운드,18436744,2,,
False,그림그리는 사람인것이에요,20260418-1,20260418,18:58:57,04:00:29,,1,,,https://chzzk.naver.com/video/12794451,,,,,그림/아트,18430211,2,,
False,5년만에 배그정지 풀린사람,20260417-2,20260417,21:28:17,03:56:38,,2,,,https://chzzk.naver.com/video/12781004,,,,,PUBG: 배틀그라운드,18415901,2,,
True,치맥하기,20260417-1_술먹방,20260417,19:55:25,01:25:17,술먹방,1,술먹방: 교촌 치킨 허니레드반반콤보 | 술먹방: 맥주,,https://chzzk.naver.com/video/12775152,,O,,,먹방/쿡방,18412393,,,20260417-1_술먹방-소스.csv
False,흥 나 배그할거야 /그떄그떄 다른겜하기,20260412_게임,20260412,18:16:02,04:57:25,게임,,게임: 배틀그라운드 | 게임: 사이퍼즈 | 게임: 스타크래프트1,,https://chzzk.naver.com/video/12700615,,,,,PUBG: 배틀그라운드,18324500,,20260412_게임-타임라인.csv,
False,배그뉴비에요 ;ㅅ;,20260411-2_게임,20260411,21:21:06,04:29:12,게임,2,게임: 배틀그라운드,,https://chzzk.naver.com/video/12687331,,,,,PUBG: 배틀그라운드,18311148,2,,
False,이런망겜누가하는거야 (내가함),20260411-1_게임,20260411,15:36:42,04:45:34,게임,1,게임: 던전앤파이터 | 게임: 사이퍼즈,,https://chzzk.naver.com/video/12680523,,,,,던전앤파이터,18303587,2,,
False,심야작업방송,20260410_원고,20260410,20:53:07,05:11:24,원고,,원고: 신작26,,https://chzzk.naver.com/video/12670928,,O,,,그림/아트,18291475,,,
False,심야작업방송[오리지날 프롤로그제작],20260409,20260409,,04:19:30,,,,,https://chzzk.naver.com/video/12641536,,,,,,,,,
False,그림그리는 시간입니다.,20260405,20260405,,03:54:33,,,,,https://chzzk.naver.com/video/12590242,,,,,,,,,
False,그림 피드백시간입니다.,20260404_피드백,20260404,,03:44:59,피드백,,,,https://chzzk.naver.com/video/12572937,,,,,,,,,20260404_피드백-소스.csv
False,그림공부의 시간입니다.,20260404,20260404,,06:47:00,,,,,https://chzzk.naver.com/video/12561098,,,,,,,,,
False,던파드롭스받아가는방,20260404,20260404,,03:30:11,,,,,https://chzzk.naver.com/video/12566660,,,,,,,,,20260404-소스.csv
False,미용실다녀온 남자,20260329,20260329,,04:07:08,,,,,https://chzzk.naver.com/video/12476172,,,,,,,,,
False,8시 던닝크루이벤트 예정. 그동안 드롭스받아가실분,20260328,20260328,,03:29:56,,,,,https://chzzk.naver.com/video/12452951,,,,,,,,,
False,[팔도도시락과함께하는던닝크루]  엠버서더응원방,20260328,20260328,,03:22:13,,,,,https://chzzk.naver.com/video/12457018,,,,,,,,,
False,홍대에서 칵테일처먹기,20260327,20260327,,02:23:37,,,,,https://chzzk.naver.com/video/12430127,,,,,,,,,
False,2부 사이퍼즈 ,20260326,20260326,,03:16:27,,,,,https://chzzk.naver.com/video/12418942,,,,,,,,,
False,자다일어난남자,20260326,20260326,,01:08:44,,,,,https://chzzk.naver.com/video/12423913,,,,,,,,,
False,1부 그림연습 2부 8시 그림투표방송,20260325,20260325,,02:48:05,,,,,https://chzzk.naver.com/video/12403805,,,,,,,,,
False,당신도할수있다! 그림투표!,20260325,20260325,,03:41:00,,,,,https://chzzk.naver.com/video/12408365,,,,,,,,,
False,기습 그림연습,20260325,20260325,,04:53:16,,,,,https://chzzk.naver.com/video/12396989,,,,,,,,,
False,"인생은 무엇이며, 그림은 무엇인가.",20260321,20260321,,03:36:51,,,,,https://chzzk.naver.com/video/12344582,,,,,,,,,
False,잡다한 그림그리기,20260315,20260315,,00:34:34,,,,,https://chzzk.naver.com/video/12244158,,,,,,,,,
False,할로할로,20260315,20260315,,01:03:03,,,,,https://chzzk.naver.com/video/12243358,,,,,,,,,
False,아따 이게 낙원이라는 겜이여?,20260315,20260315,,03:04:14,,,,,https://chzzk.naver.com/video/12248046,,,,,,,,,
False,서울코믹월드 탐방,20260314,20260314,,00:15:43,,,,,https://chzzk.naver.com/video/12222364,,,,,,,,,
False,서울코믹월드 탐방,20260314,20260314,,00:23:23,,,,,https://chzzk.naver.com/video/12222621,,,,,,,,,
False,내일 서코가서 그림그리는남자,20260313,20260313,,02:35:09,,,,,https://chzzk.naver.com/video/12208424,,,,,,,,,
False,그림그리는 남자,20260308,20260308,,03:02:33,,,,,https://chzzk.naver.com/video/12132151,,,,,,,,,
False,이 이야기는 던파의 존망이걸린 일이다.,20260307-1,20260307,,00:04:40,,1,,,https://chzzk.naver.com/video/12109372,,,,,,,,,
False,롤 신입 스트리머,20260307,20260307,,04:33:59,,,,,https://chzzk.naver.com/video/12114237,,,,,,,,,
False,8시 광고) 스타레일 신규 캐릭 스파키 드로잉하기,20260306_레방_광고,20260306,19:29,04:01:04,"레방, 광고",,광고: 붕괴 스타레일,,https://chzzk.naver.com/video/12096129,,,,,,,,,
True,병걸리고 피폐한 남자,20260302_레방,20260302,19:50,00:17:55,레방,,,,https://chzzk.naver.com/video/12028921,,,,,,,,,
False,버튜버그리고놀까나?,20260301-2_그림,20260301,21:54,02:56:24,그림,2,버튜버 낙서 스텔라이브-아야츠노 유니 | 버튜버 낙서 스텔라이브-아라하시 타비 | 버튜버 낙서 허니즈-담유이 | 버튜버 낙서 허니즈-허니츄러스 | 신청/투표 봇치 더 락-야마다 료 | 신청/투표 우마무스메-라이스 샤워,,https://chzzk.naver.com/video/12017386,,,,"20260301-2_버튜버_스텔라이브_아야츠노 유니.png, 20260301-2_버튜버_스텔라이브_아라하시 타비.png, 20260301-2_버튜버_허니즈_담유이.png, 20260301-2_버튜버_허니즈_허니츄러스.png, 20260301-2_봇치 더 락_야마다 료.png, 20260301-2_우마무스메_라이스 샤워.png",,,,,
True,서코드로잉쇼떄 쓸 사인지제작하기,20260301-1_그림,20260301,20:10,01:36:39,그림,1,디자인 아주르 프로밀리아-아비,,https://chzzk.naver.com/video/12013148,,,,20260301-1_아주르 프로밀리아_아비.png,,,,,
False,8시 망내님과 그림교실,20260222,20260222,,00:14:49,,,,,https://chzzk.naver.com/video/11893923,,,,,,,,,
False,8시 망내님과 그림교실,20260222,20260222,,02:58:55,,,,,https://chzzk.naver.com/video/11897361,,,,,,,,,
False,흐음... 버튜버 그려볼까나...,20260221,20260221,,03:56:50,,,,,https://chzzk.naver.com/video/11880004,,,,,,,,,
False,당신도할수있다! 그림신청!,20260218,20260218,,03:33:11,,,,,https://chzzk.naver.com/video/11828493,,,,,,,,,
False,흐. 흥! 새해복많이받던가!,20260217,20260217,,03:31:00,,,,,https://chzzk.naver.com/video/11810849,,,,,,,,,
False,낙서 주구장창하기,20260215,20260215,,04:46:37,,,,,https://chzzk.naver.com/video/11770726,,,,,,,,,
False,일요일 그림방송 ,20260215,20260215,,03:38:16,,,,,https://chzzk.naver.com/video/11783480,,,,,,,,,
False,롤 신입 스트리머인사드립니다.,20260214,20260214,,02:10:49,,,,,https://chzzk.naver.com/video/11751836,,,,,,,,,
False,시청자그림 피드백하기 [다크아칸피드백임ㅎ],20260213,20260213,,02:51:44,,,,,https://chzzk.naver.com/video/11747259,,,,,,,,,
False,일요일 그림방송,20260208,20260208,,03:52:09,,,,,https://chzzk.naver.com/video/11665300,,,,,,,,,
False,롤 뉴비에요 ;ㅅ;,20260207,20260207,,02:16:34,,,,,https://chzzk.naver.com/video/11642759,,,,,,,,,
False,엠버서더랑 최종컨텐츠해보기,20260207,20260207,,00:48:50,,,,,https://chzzk.naver.com/video/11640999,,,,,,,,,
False,누구나 신청할수있는 그림방송,20260207,20260207,,03:36:01,,,,,https://chzzk.naver.com/video/11647338,,,,,,,,,
False,새 집 적응기 1일차 [낙서],20260206,20260206,,04:18:20,,,,,https://chzzk.naver.com/video/11630187,,,,,,,,,
False,새집에서 방송테스트 [짧방],20260205,20260205,,01:01:20,,,,,https://chzzk.naver.com/video/11613129,,,,,,,,,
False,간담회갔다온 레바씨 [10시엠바고],20260125,20260125,,00:56:45,,,,,https://chzzk.naver.com/video/11427386,,,,,,,,,
False,족망게임 레이드 같이하실분,20260124,20260124,,03:18:00,,,,,https://chzzk.naver.com/video/11408098,,,,,,,,,
False,토요일 그림방송,20260124,20260124,,02:59:13,,,,,https://chzzk.naver.com/video/11413893,,,,,,,,,
False,던파 레이드도실분 ,20260117,20260117,,01:55:04,,,,,https://chzzk.naver.com/video/11291051,,,,,,,,,
False,던파 레이드도실분 ,20260117,20260117,,02:40:55,,,,,https://chzzk.naver.com/video/11289449,,,,,,,,,
False,[광고] 8시 원신 신캐 콜롬비나 픽업 후 라이브드로잉 ,20260116,20260116,,02:17:04,,,,,https://chzzk.naver.com/video/11276050,,,,,,,,,
False,대방어랑 한잔하기,20260115,20260115,,01:26:43,,,,,https://chzzk.naver.com/video/11258068,,,,,,,,,
False,미용실갔다온 이승권씨,20260113,20260113,,04:31:25,,,,,https://chzzk.naver.com/video/11224640,,,,,,,,,
False,토요일 그림방송,20260111,20260111,,03:13:30,,,,,https://chzzk.naver.com/video/11178237,,,,,,,,,
False,안녕하세요. 이승권입니다.,20260111,20260111,,04:27:36,,,,,https://chzzk.naver.com/video/11194966,,,,,,,,,
False,레이드 와바박 돌리실분,20260110,20260110,,05:05:36,,,,,https://chzzk.naver.com/video/11172168,,,,,,,,,
False,금요일 그림방송,20260110,20260110,,06:02:54,,,,,https://chzzk.naver.com/video/11163634,,,,,,,,,
False,안녕하세요.,20260108,20260108,,03:47:40,,,,,https://chzzk.naver.com/video/11140235,,,,,,,,,
False,취중눕방,20260104,20260104,,00:00:38,,,,,https://chzzk.naver.com/video/11073461,,,,,,,,,
False,레바반상 [낙곱새와 소맥],20260104,20260104,,01:27:19,,,,,https://chzzk.naver.com/video/11073394,,,,,,,,,
False,취중눕방,20260104,20260104,,01:53:55,,,,,https://chzzk.naver.com/video/11075446,,,,,,,,,
False,디레지에 이내 나벨가실분 ,20260103,20260103,,04:06:57,,,,,https://chzzk.naver.com/video/11054240,,,,,,,,,
False,원하는 그림을 그려드립니다,20260103,20260103,,04:16:44,,,,,https://chzzk.naver.com/video/11059780,,,,,,,,,
False,뭘 그려야 잘그렸다 소문이날까,20260102,20260102,,03:37:30,,,,,https://chzzk.naver.com/video/11042514,,,,,,,,,
False,26년 죽음의 운빨 테스트하기,20260101,20260101,,01:47:57,,,,,https://chzzk.naver.com/video/11020713,,,,,,,,,
False,오늘이 2025년 마지막이라고?,20251231,20251231,,02:56:54,,,,,https://chzzk.naver.com/video/11003281,,,,,,,,,
False,[6시 블레어로즈님합방] 귀족영애와 악역영애끼리 그림그리기,20251228,20251228,,03:19:24,,,,,https://chzzk.naver.com/video/10955177,,,,,,,,,
False,저는 시키는대로 그림그리는노예에요.,20251227,20251227,,03:54:36,,,,,https://chzzk.naver.com/video/10940885,,,,,,,,,
False,안개융화 노동하기,20251227,20251227,,02:26:08,,,,,https://chzzk.naver.com/video/10935542,,,,,,,,,
False,크리스마스에 여자끼고 놀기,20251226,20251226,,06:42:00,,,,,https://chzzk.naver.com/video/10911540,,,,,,,,,
False,크리스마스 취한채로 보내기,20251225,20251225,,02:42:04,,,,,https://chzzk.naver.com/video/10888818,,,,,,,,,
False,시청자참여 캐치마인드,20251224,20251224,,01:58:12,,,,,https://chzzk.naver.com/video/10885037,,,,,,,,,
False,크리스마스이브 대기방,20251224,20251224,,01:40:01,,,,,https://chzzk.naver.com/video/10873547,,,,,,,,,
False,[광고] 8시 듀엣나이트어비스 핥아보기 + 이후 드로잉,20251223,20251223,,03:13:41,,,,,https://chzzk.naver.com/video/10870484,,,,,,,,,
False,"이내,나벨,디레지에가실분",20251221,20251221,,03:30:38,,,,,https://chzzk.naver.com/video/10833686,,,,,,,,,
False,스텔라이브 콘서트 갔다온 짧방,20251221,20251221,,00:37:12,,,,,https://chzzk.naver.com/video/10826943,,,,,,,,,
False,스텔콘서트 초대에 상응하기,20251221,20251221,,03:49:03,,,,,https://chzzk.naver.com/video/10838731,,,,,,,,,
False,스텔라이브 콘서트 가기전 짧방,20251220,20251220,,00:55:30,,,,,https://chzzk.naver.com/video/10816305,,,,,,,,,
False,낙서하는남자 구경하기,20251217,20251217,,02:11:19,,,,,https://chzzk.naver.com/video/10772566,,,,,,,,,
False,토요일그림방송,20251214,20251214,,03:44:34,,,,,https://chzzk.naver.com/video/10711589,,,,,,,,,
False,일요일그림방송,20251214,20251214,,03:54:34,,,,,https://chzzk.naver.com/video/10727655,,,,,,,,,
False,안개융화 같이 올리실분 ,20251213,20251213,,03:09:03,,,,,https://chzzk.naver.com/video/10704346,,,,,,,,,
False,뭘그려야 잘 그렸다고 소문이날까,20251212,20251212,,04:24:29,,,,,https://chzzk.naver.com/video/10693035,,,,,,,,,
False,낙서하는남자 구경하기,20251211,20251211,,04:08:26,,,,,https://chzzk.naver.com/video/10675078,,,,,,,,,
False,세상에 대낮부터 레이드도는사람이 어디있어,20251211,20251211,,01:58:28,,,,,https://chzzk.naver.com/video/10669712,,,,,,,,,
False,그림연습하는남자 구경하기,20251210,20251210,,06:09:19,,,,,https://chzzk.naver.com/video/10658727,,,,,,,,,
False,심야자유그림,20251208,20251208,,01:39:44,,,,,https://chzzk.naver.com/video/10617690,,,,,,,,,
False,내 족대로 피드백 [그림피드백방송],20251207,20251207,,04:30:16,,,,,https://chzzk.naver.com/video/10614542,,,,,,,,,
False,오랜만입니다.,20251206,20251206,,04:25:03,,,,,https://chzzk.naver.com/video/10599559,,,,,,,,,
False,엠버서더랑 디레지에가실 분 (이미 클함),20251204,20251204,,02:02:39,,,,,https://chzzk.naver.com/video/10560326,,,,,,,,,
False,만화책 6천부 완판한 남자 + 선물깡,20251130,20251130,,01:06:53,,,,,https://chzzk.naver.com/video/10500911,,,,,,,,,
False,낙서하는사람 구경하기,20251127,20251127,,04:27:13,,,,,https://chzzk.naver.com/video/10453960,,,,,,,,,
False,아무것도안하기,20251125,20251125,,01:40:21,,,,,https://chzzk.naver.com/video/10417283,,,,,,,,,
False,던페대기실,20251122,20251122,,00:06:08,,,,,https://chzzk.naver.com/video/10367250,,,,,,,,,
False,던페대기실,20251122,20251122,,00:27:09,,,,,https://chzzk.naver.com/video/10367509,,,,,,,,,
False,이것저것 해보기,20251116,20251116,,03:39:11,,,,,https://chzzk.naver.com/video/10274988,,,,,,,,,
False,할로할로,20251115,20251115,,05:44:08,,,,,https://chzzk.naver.com/video/10242643,,,,,,,,,
False,해명방송,20251109,20251109,,00:39:42,,,,,https://chzzk.naver.com/video/10162902,,,,,,,,,
False,뭐? 비키니까지는 그려도 된다고? ,20251108,20251108,,03:51:31,,,,,https://chzzk.naver.com/video/10144149,,,,,,,,,
False,심심눕방,20251107,20251107,,01:41:54,,,,,https://chzzk.naver.com/video/10126307,,,,,,,,,
False,버튜버만 그리기,20251102,20251102,,03:59:12,,,,,https://chzzk.naver.com/video/10049299,,,,,,,,,
False,결투장의 악마 상륙,20251102,20251102,,03:21:15,,,,,https://chzzk.naver.com/video/10032621,,,,,,,,,
False,저스트 토크의 시간이다.,20251101,20251101,,01:40:10,,,,,https://chzzk.naver.com/video/10028252,,,,,,,,,
False,일하는 남자 구경하기,20251026,20251026,,03:34:57,,,,,https://chzzk.naver.com/video/9933430,,,,,,,,,
False,원하는 바를 말하라. ,20251026,20251026,,05:15:26,,,,,https://chzzk.naver.com/video/9918803,,,,,,,,,
False,나스닥하실분 님만 오면 ㄱ,20251025,20251025,,01:07:28,,,,,https://chzzk.naver.com/video/9901346,,,,,,,,,
False,[광고-스텔라소라] 제기랄 또 스텔라야,20251024,20251024,,01:42:33,,,,,https://chzzk.naver.com/video/9896399,,,,,,,,,
False,[광고-스텔라소라] 픽업캐릭 드로잉!,20251024,20251024,,01:26:05,,,,,https://chzzk.naver.com/video/9898131,,,,,,,,,
False,원하는걸 그려드립니다,20251019,20251019,,04:37:25,,,,,https://chzzk.naver.com/video/9804001,,,,,,,,,
False,일요일그림방송,20251019,20251019,,04:27:06,,,,,https://chzzk.naver.com/video/9821777,,,,,,,,,
False,[잡담과 노가리] 블루아카회지 그리기,20251018,20251018,,06:57:01,,,,,https://chzzk.naver.com/video/9790341,,,,,,,,,
False,자유그림방송,20251013,20251013,,02:10:42,,,,,https://chzzk.naver.com/video/9709798,,,,,,,,,
False,근로노동만이 고귀한 소득이다 [온리전작업하기],20251012,20251012,,04:36:33,,,,,https://chzzk.naver.com/video/9691552,,,,,,,,,
False,[좋대로피드백] 그린 그림 봐드립니다.,20251012,20251012,,02:44:28,,,,,https://chzzk.naver.com/video/9705696,,,,,,,,,
False,주식3주차 후기,20251011,20251011,,01:34:23,,,,,https://chzzk.naver.com/video/9685943,,,,,,,,,
False,애들은가라. 명절기념 틀니그림의시간이다,20251006,20251006,,04:10:49,,,,,https://chzzk.naver.com/video/9597662,,,,,,,,,
False,그림그리는남자,20251005,20251005,,03:54:22,,,,,https://chzzk.naver.com/video/9582261,,,,,,,,,
False,나벨 황혼전 가실분,20251004,20251004,,02:53:05,,,,,https://chzzk.naver.com/video/9576722,,,,,,,,,
False,블루아카 회지작업과 노가리,20251004,20251004,,04:41:18,,,,,https://chzzk.naver.com/video/9570892,,,,,,,,,
False,심야원고와 노가리,20251003,20251003,,02:52:06,,,,,https://chzzk.naver.com/video/9552650,,,,,,,,,
False,악귀들린 JK 엔딩보기,20251002,20251002,,03:41:24,,,,,https://chzzk.naver.com/video/9547014,,,,,,,,,
False,블루아카 회지작업착수. 원고와 온갖 잡담하기,20251002,20251002,,06:09:04,,,,,https://chzzk.naver.com/video/9533217,,,,,,,,,
False,귀멸의 여고생,20250929,20250929,,03:14:18,,,,,https://chzzk.naver.com/video/9491865,,,,,,,,,
False,그림그리는 남자,20250928,20250928,,00:03:43,,,,,https://chzzk.naver.com/video/9483455,,,,,,,,,
False,그림그리는 방송,20250928,20250928,,04:14:02,,,,,https://chzzk.naver.com/video/9471289,,,,,,,,,
False,그림그리는 남자,20250928,20250928,,03:27:21,,,,,https://chzzk.naver.com/video/9487396,,,,,,,,,
False,특수부대출신 JK가 대충 괴물잡는다는 게임,20250927,20250927,,06:34:26,,,,,https://chzzk.naver.com/video/9455642,,,,,,,,,
False,일요일 그림방송,20250922,20250922,,03:48:53,,,,,https://chzzk.naver.com/video/9377834,,,,,,,,,
False,"이런 게임 대체 누가하는거냐! [황혼전,나벨가실분]",20250920,20250920,,02:32:12,,,,,https://chzzk.naver.com/video/9352443,,,,,,,,,
False,그림그리면서 주식이야기하는 오타쿠 [주식3일차],20250920,20250920,,04:04:04,,,,,https://chzzk.naver.com/video/9358515,,,,,,,,,
